100228,The Purina Store,Retail,3763 117th St E,,Minneapolis,55077,MN,US,Central Standard Time,1,Apr 7 2016 5:30 PM,Production,5999,Pet and Pet Supplies Stores
100229,TSYS TEST ACCT - AUX,Restaurant,128 VISION PARK BLVD,,SHENANDOAH,77384,TX,US,Central Standard Time,1,Apr 22 2016 4:32 PM,Production,TEST,
100232,"Scholastic, Inc.",Restaurant,557 Broadway,,New York,10012,NY,US,Eastern Standard Time,1,Apr 13 2016 9:59 PM,Production,5192,"Books, Perodicals, and Newspapers"
100235,EMS at ETA,Restaurant,5005 Rockside Rd,PH 100,Independence,44131,OH,US,Eastern Standard Time,0,Apr 13 2016 1:33 PM,Production,TEST,
100236,First American Payments ETA Demo,Restaurant,3950 South Las Vegas Boulevard,,Las Vegas,89119,NV,US,Eastern Standard Time,1,Apr 12 2016 8:05 PM,Production,TEST,
100243,Nabancard Store,Restaurant,8505 Baycenter Road,,Jacksonville,32256,FL,US,Eastern Standard Time,1,Apr 18 2016 1:12 PM,Production,TEST,
100244,A-1 GRILLE,Restaurant,321 E GLENWOOD LANSING RD,,GLENWOOD,60425,IL,US,Central Standard Time,0,Apr 21 2016 12:57 PM,Production,5812,Eating Places
100245,VAPE CITY,Restaurant,1054 JEFFERSON AVE,,WASHINGTON,15301,PA,US,Eastern Standard Time,0,May 3 2016 2:58 PM,Production,5993,Tobacco Stores
100246,NY BAGEL BOYS,Restaurant,33148 US HIGHWAY 19 NORTH,,PALM HARBOR,34684,FL,US,Eastern Standard Time,1,May 2 2016 1:33 PM,Production,5812,Eating Places
100248,"Giuntas Furniture, Accessories & Gifts - Exton",Restaurant,808 N POTTSTOWN PIKE,,EXTON,19341,PA,US,Eastern Standard Time,0,May 3 2016 4:45 PM,Production,5712,Furniture Stores
100249,EMS Book & Supply,Restaurant,5005 Rockside Rd,,Independence,44131,OH,US,Eastern Standard Time,0,May 4 2016 3:16 PM,Production,TEST,
100250,The Grocery Store,Retail,8505 Baycenter Rd.,,Jacksonville,32256,FL,US,Eastern Standard Time,1,May 9 2016 6:00 PM,Production,TEST,
100251,Cute Nails,Retail,160 Reservoir St,Suite 8,Holden,1520,MA,US,Eastern Standard Time,1,May 11 2016 7:16 PM,Production,7231,Beauty Shops
100253,Diego's Dog House,Restaurant,100 Open Fields Pkwy.,,Calabasas,91302,CA,US,Pacific Standard Time,1,Oct 19 2016 3:25 PM,Production,752,Animal Specialty Services
100254,Wine Decadence LLC,Restaurant,31 W. Adams St.,Ste 104,Jacksonville,32202,FL,US,Eastern Standard Time,1,Feb 14 2017 7:40 PM,Production,5921,Liquor Stores
100255,CPay Test,Restaurant,2350 Kerner Blvd.,Suite 300,Rafael,94901,FL,US,Pacific Standard Time,1,May 26 2016 6:40 PM,Production,TEST,
100256,RUBBER TOWN TIRES LLC,Restaurant,4245 US HWY 19 N,,NEW PRT RCHY,34652,FL,US,Eastern Standard Time,0,May 17 2016 6:31 PM,Production,7538,General Automotive Repair Shops
100257,Tone Bone's Board Shop,Restaurant,21650 Oxnard St,,Woodland Hills,91303,,US,Eastern Standard Time,1,May 18 2016 4:58 PM,Production,TEST,
100260,HYDE PARK CIGAR & LOUNGE,Restaurant,5220 S HARPER AVE,,CHICAGO,60615,IL,US,Central Standard Time,0,May 18 2016 8:43 PM,Production,5993,Tobacco Stores
100261,HABANO CIGARS LOUNGE,Restaurant,6416 N LEHIGH AVE,,CHICAGO,60646,IL,US,Central Standard Time,0,May 20 2016 2:10 PM,Production,5993,Tobacco Stores
